index,tDept,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,overall_rating
2565,Communication,Zia ,,Miric,2069421,4,good,4.0
2566,Computer Science,Sasa,,Misailovic,2404342,1,good,5.0
2567,Languages,Mithilesh,,Mishra,976628,22,average,2.8
2568,Theater,Thomas,,Mitchell,845718,3,average,3.1
2569,Music,Rachel,,Mitchell,1283985,4,average,2.9
2570,Chemistry,Douglas,A,Mitchell,1800106,9,good,4.2
2571,Advertising,Tale,,Mitchell,1844332,4,good,3.8
2572,Electrical & Comp. Engineering,Sayan,,Mitra,1766542,10,good,4.3
2573,Communication,Anita,,Mixon,1762229,3,good,4.7
2574,Film,Sasha,,Mobley,1840958,6,good,4.1
2575,Mathematics,Babak,,Modami,1877941,9,poor,1.3
2576,Music,William,,Moersch,2031175,1,good,4.5
2577,TA,Brian,,Moffitt,2183605,1,average,3.0
2578,Communication,Jillian,,Moga,2235359,2,average,3.0
2579,English,Feisal,,Mohamed,1366546,7,good,3.6
2580,Electrical & Comp. Engineering,Mohamed,,Mohamed,1788438,3,good,4.8
2581,Philosophy,Richard,,Mohr,851125,4,good,4.8
2582,Astronomy,Joseph,,Mohr,1268928,0,zero,N/A
2583,Communication,John,,Moist,2329609,7,good,4.8
2584,Ethnic Studies,Isabel,,Molina,1140530,10,poor,2.3
2585,Finance,David,,Molitor,2017807,0,zero,N/A
2586,Mathematics,Theo,,Molla,1903820,2,good,4.0
2587,Education,Karla,,Moller,710607,4,good,5.0
2588,Political Science,Jeff,,Mondak,832417,39,good,4.6
2589,Human  Community Development,James Kale,,Monk,2075615,2,good,5.0
2590,Mathematics,Ditlev,,Monrad,490838,51,poor,1.7
2591,Speech amp Hearing Sciences,Brian,,Monson,2378060,4,average,3.3
2592,Chemistry,Will,,Montag,2287358,0,zero,N/A
2593,Information Science,Rae-Anne,,Montague,1861148,0,zero,N/A
2594,Spanish,Silvina,,Montrul,1277271,7,good,4.1
2595,Anthropology,Ellen,,Moodie,778393,27,average,3.1
2596,Electrical amp Computer Engineering,Thomas,,Moon,2421640,1,good,5.0
2597,Architecture,Bob,,Mooney,810672,6,poor,2.1
2598,Chemistry,Jeff,,Moore,358298,44,good,4.3
2599,Music,Mark,,Moore,1599395,2,average,3.0
2600,Music,Linda,,Moorhouse,1832698,0,zero,N/A
2601,Crop Studies,Stephen,,Moose,2142858,2,average,3.0
2602,Spanish,Raul,,Mora,1290904,3,good,4.3
2603,Spanish,Alexandra,,Morales,1401588,3,good,4.2
2604,Mathematics,Javier,,Moreno,602065,0,zero,N/A
2605,Science,Beth,,Morgan,119534,19,average,3.1
2606,Biology,Nick,,Morphew,1624599,2,good,4.2
2607,Engineering,Scott,,Morris,305757,5,good,5.0
2608,English,Dave,,Morris,603699,16,good,4.8
2609,English,Maggie,,Morris Davis,2633855,0,zero,N/A
2610,Psychology,Mike,,Morrison,1285402,4,good,5.0
2611,Theater,J.W.,,Morrissette,1434220,36,good,4.8
2612,Biochem. & Molecular Biology,James,,Morrissey,1869899,3,good,4.2
2613,History,Robert,Michael,Morrissey,2187488,3,good,5.0
2614,Mathematics,Karen,,Mortensen,799374,35,good,4.0
2615,Philosophy,Nir Ben,,Moshe,2079753,2,good,4.0
2616,Languages,Ola,,Moshref,1207042,7,average,3.1
2617,English,Andrew,,Moss,950772,20,good,4.2
2618,Spanish,Cristina,,Mostacero-Pinilla,2315554,3,good,4.7
2619,Kinesiology,Robert,,Motl,1706846,6,average,3.2
2620,Astronomy,Telemachos,,Mouschovias,1134901,4,average,2.6
2621,Sociology,Ghassan,,Moussawi,2667538,1,good,5.0
2622,French,Aurore,,Mroz,2227633,1,good,5.0
2623,Psychology,Wenting,,Mu,1921624,3,poor,2.3
2624,Speech  Hearing Sciences,Raksha,,Mudar,2063266,10,good,4.0
2625,Mathematics,Stefan,,Mueller,1879954,5,average,2.7
2626,Sociology,Ray,,Muhammad,935114,13,average,2.5
2627,Literature,Reshmi,,Mukherjee,776074,8,good,4.3
2628,Kinesiology,Sean,,Mullen,1764325,14,good,3.7
2629,Chemistry,Richard,,Mulvaney,949478,4,good,4.0
2630,History,Kevin,,Mumford,2364326,4,poor,1.2
2631,Mathematics,Robert,,Muncaster,979716,34,average,3.0
2632,Linguistics,Adriana,,Munoz,1685938,1,good,4.5
2633,Information Science,Mary,,Munroe,1861149,0,zero,N/A
2634,Linguistics,Antje,,Muntendam,1129253,6,average,3.4
2635,Japanese,Kokoro,,Muramoto,2418316,14,poor,2.2
2636,Literature,Harriet,,Murav,135279,13,average,3.0
2637,English,H. Adlai,,Murdoch,572054,6,good,4.2
2638,Languages,..,,Murdoch,749264,3,good,4.0
2639,English,Justine,,Murison,1085982,14,good,4.7
2640,Sociology,Erin,,Murphy,1169563,3,poor,1.7
2641,Chemistry,Catherine,,Murphy,1353328,12,average,2.5
2642,Communication,John,,Murphy,1559840,25,average,3.3
2643,Philosophy,Colleen,,Murphy,2023016,6,good,4.6
2644,Animal Science,Michael,,Murphy,2367517,0,zero,N/A
2645,Mathematics,Bob,,Murphy,1369371,186,good,4.5
2646,Biology,Melissa,M,Murray,1935153,0,zero,N/A
2647,Information Science,David,,Mussulman,1861150,2,good,4.5
2648,Mathematics,Anca,,Mustata,931842,0,zero,N/A
2649,Italian,Diane,,Musumeci,1390781,0,zero,N/A
2650,Statistics,Maria,,Muyot,1531584,3,average,2.5
2651,Astronomy,Adam,,Myers,1184295,10,good,4.7
2652,Communication,Paul,,Myers,1872530,1,poor,1.0
2653,English,Jennifer,,Mylander,673495,5,average,3.4
2654,Bioengineering,Sua,,Myong,1782373,5,average,2.8
2655,Spanish,Marianna,,Nadeu,1228796,2,good,5.0
2656,English,Jason,,Nafziger,2303294,3,poor,2.0
2657,Political Science,Daniel,,Nagashima,2018598,9,good,3.6
2658,Computer Science,Klara,,Nahrstedt,1668024,1,good,4.0
2659,Biology,Shawna,,Naidu,1345816,2,good,4.8
2660,Biochem. & Molecular Biology,Satish,K,Nair,1841728,9,poor,1.2
2661,Religion,Shankar,A,Nair,1905721,3,good,5.0
2662,Agriculture,Gopu,Raveendran,Nair,2554155,1,average,3.0
2663,Communication,Lisa,,Nakamura,1230487,5,average,3.4
2664,Mechanical Engineering,Sungwoo,,Nam,1904702,7,good,4.8
2665,Engineering,N. Sri,,Namachchivaya,724733,10,average,3.0
2666,French,Jui,,Namjoshi,1680350,1,good,5.0
2667,Statistics,Naveen,,Narisetty,2193878,2,good,5.0
2668,Statistics,Naveen Naidu,,Narisetty,2259742,1,good,4.0
2669,Engineering,Shreyas,,Narsipur,1501708,2,good,3.8
2670,Physics,Tyler,,Natoli,1134656,0,zero,N/A
2671,Engineering,Arjun,,Navaneetha,1739012,1,good,3.5
2672,English,Hina,,Nazar,707729,23,good,4.2
2673,Philosophy,Wright,,Neely,746802,3,average,3.0
2674,Science,Mark,,Nelson,652400,10,good,4.5
2675,Agriculture,Gerald,,Nelson,902613,4,poor,2.0
2676,Business,Matthew,,Nelson,1787182,7,good,4.8
2677,Mechanical Engineering,Arif,Z,Nelson,2106929,0,zero,N/A
2678,Biology,Erik,,Nelson,2488930,1,good,4.0
2679,Communication,Michelle,,Nelson,986470,4,average,2.6
2680,Engineering,Natasha,,Neogi,1281560,0,zero,N/A
2681,Communication,John,,Nerone,749260,5,good,4.6
2682,Science,Steve,,Nesbitt,1138574,4,average,3.4
2683,Environmental Studies,Anna,,Nesbitt,1900446,14,good,4.0
2684,Physics,Mark,,Neubauer,1983061,2,average,3.0
2685,Philosophy,Eleonore,,Neufeld,2651926,2,good,3.5
2686,Marketing,Eric,,Neuman,1443595,7,good,4.9
2687,Political Science,Audrey,,Neville,2141707,1,good,5.0
2688,Mathematics,Thomas,,Nevins,845280,24,good,3.9
2689,English,Lori,,Newcomb,84957,26,good,3.6
2690,English,Tim,,Newcomb,124011,15,average,3.0
2691,Psychology,Daniel,,Newman,1575932,3,good,3.8
2692,Religion,Adam,,Newman,2604473,13,average,2.8
2693,Philosophy,Alexandra,,Newton,2337463,2,good,4.5
2694,Education,Jennifer,,Ng,343558,0,zero,N/A
2695,Political Science,Tim,,Ngo,893600,0,zero,N/A
2696,Women's Studies,Fiona,,Ngo,1044903,28,good,4.0
2697,Civil Engineering,Helen,,Nguyen,1906137,6,poor,1.8
2698,Civil Engineering,Thanh,,Nguyen,2505409,0,zero,N/A
2699,Women's Studies,Mimi,,Nguyen,972627,18,average,2.8
2700,Statistics,Ha,,Nguyen,2649650,1,poor,1.0
2701,Marketing,Lan,,Nguyen Chaplin,961737,3,good,5.0
2702,Chemistry,Amy,,Nicely,1480662,14,average,2.7
2703,Geography,Erinn P.,,Nicley,1167878,5,good,4.5
2704,French,Dach,,Nicola,1665655,2,good,4.5
2705,Political Science,Blair,,Niece,1821647,5,good,3.8
2706,Sociology,Keri,,Niehans,1453443,0,zero,N/A
2707,German,Carl,,Niekerk,917109,14,good,4.4
2708,Music,Frank,,Niemeyer,2671978,4,poor,1.2
2709,Communication,Molly,,Niesen,898265,7,good,4.4
2710,Mathematics,Igor,,Nikolaev,612692,35,good,3.5
2711,Mechanical Engineering,Karthik,,Nithyanandan,2001985,1,average,2.5
2712,Mathematics,Margaret,,Njeru,1151644,2,good,5.0
2713,History,Mauro,,Nobili,2125642,4,good,4.8
2714,Media & Cinema Studies,Safiya,,Noble,1808941,3,good,5.0
2715,Marketing,Hayden,,Noel,2666552,1,good,5.0
2716,Education,Susan,,Noffke,1374658,1,good,4.0
2717,Agriculture,Dianne,,Noland,683381,6,good,4.0
2718,English,Katherine,,Norcross,2552942,2,good,5.0
2719,Classics,Amy,,Norgard,1331682,2,average,3.2
2720,Foods & Nutrition,Jill,,North,979612,5,good,3.9
2721,Crop Studies,Margaret,,Norton,2133071,5,good,4.8
2722,Health Science,Stephen,,Notaro,498684,34,good,4.6
2723,Architecture,Alice,,Novak,134105,6,good,4.5
2724,Animal Science,Jan,,Novakofski,2569175,2,average,3.0
2725,Animal Science,Romana,,Nowak,2369516,2,good,4.0
2726,Computer Science,Michael,,Nowak,2685082,0,zero,N/A
2727,Geography,Emmanuel,,Nuesiri,1796809,3,average,2.5
2728,Japanese,Yoko,,Numata,1093427,0,zero,N/A
2729,Chemistry,Ralph,,Nuzzo,1028362,2,poor,1.5
2730,Community Health Sciences,Ucheoma,,Nwaozuru,1961688,1,average,3.0
2731,English,Matthew,,O'Brien,1897684,4,good,3.6
2732,English,Valerie,,O'Brien,2050783,5,good,4.6
2733,Art History,David,,O'Brien,242514,12,good,3.9
2734,Philosophy,Derek,,O'Connell,1810126,3,poor,2.2
2735,Economics,Dennis,,O'Dea,1445377,8,good,4.8
2736,English,Benjamin,,O'Dell,1897680,5,good,3.9
2737,Biology,James,,O'Dwyer,2087762,3,good,4.8
2738,Communication,Ned,,O'Gorman,1830409,6,average,3.2
2739,English,John,,O'Neil,1445424,5,poor,2.4
2740,Sociology,Brian,,O'Neil,2608635,0,zero,N/A
2741,Communication,Emmilea,,O'Toole,2427880,0,zero,N/A
2742,English,Kathryn,,O'Toole,2467428,1,good,5.0
2743,Mathematics,Malik,,Obeidin,1965215,1,good,5.0
2744,History,Kathryn,,Oberdeck,209741,28,average,2.7
2745,Information Science,Steve,,Oberg,1861154,0,zero,N/A
2746,English,Quentin,,Obis,930905,2,good,3.5
2747,Communication,Alyssa,,Obradovich,2130940,1,good,5.0
2748,Electrical  Comp. Engineering,Idoia,,Ochoa,2243148,1,good,5.0
2749,Agriculture,Gary,,Ochs,1983628,4,good,4.0
2750,English,Mike,,Odom,495724,24,good,4.1
2751,Chemistry,Tim,,Offenstein,2206901,0,zero,N/A
2752,Kinesiology,Ed,,Ofori,852252,10,good,4.4
2753,Communication,Sylvia,,Ogilvie,1575927,5,good,4.5
2754,Human & Community Development,Brian,G,Ogolsky,1884556,3,good,4.8
2755,Engineering,Sewoong,,Oh,2264655,1,poor,2.0
2756,Psychology,Dajung,,Oh,2661001,1,poor,1.0
2757,Information Science,Ann,,Ohms,2391452,0,zero,N/A
2758,Mathematics,Timur,,Oikhberg,1383643,22,average,3.0
2759,Communication,Samantha,,Okegbe,2635317,1,poor,1.0
2760,Chemistry,Eric,,Oldfield,377399,15,poor,2.3
2761,Writing,Andrea,,Olinger,1647003,4,good,4.6
2762,Languages,Jordi,,Olivar,361187,7,good,3.6
2763,Urban & Regional Planning,Felipe,,Olivarez,1323741,0,zero,N/A
2764,Information Science,Megan,A,Oliver,2683340,0,zero,N/A
2765,English,Lisa,,Oliverio,792381,12,good,3.8
2766,Biology,Gary,,Olsen,1581872,3,good,3.5
2767,Chemistry,Dean,,Olsen,1623330,5,average,2.9
2768,Urban & Regional Planning,Robert,,Olshansky,1250009,1,good,3.5
2769,Chemistry,Lisa,,Olshansky,2582386,1,poor,1.0
2770,History,Trisha,,Olson,1000456,1,good,4.5
2771,Advertising,Katrina,,Olson,1274378,16,good,4.1
2772,Anthropology,Christa,,Olson,1276312,0,zero,N/A
2773,Civil Engineering,Scott,Michael,Olson,2127838,2,good,3.5
2774,Computer Science,Luke,,Olson,1185349,9,good,4.2
2775,Finance,Elisabeth,,Oltheten,615126,19,good,4.2
2776,Science,Antony,,Oluoch,854497,2,good,5.0
2777,French,Alice,,Omaggio,1433946,0,zero,N/A
2778,Humanities,Kent,,Ono,274847,7,average,3.2
2779,Japanese,Junko,,Onosaka,1436532,2,good,4.2
2780,Physics,Yoshitsugu,,Oono,1073972,3,poor,1.8
2781,Liberal Arts amp Sciences,Ahmed,,Orabi,2298511,0,zero,N/A
2782,Community Health Sciences,Elora,,Orazio,2146776,1,good,4.0
2783,Biochemistry,Peter,,Orlean,1039148,10,good,3.5
2784,Political Science,Melissa,,Orlie,91027,46,average,3.2
2785,Engineering,Melkior,,Ornik,2456547,4,good,4.8
2786,Anthropology,Andrew,,Orta,211568,32,average,3.1
2787,Psychology,Lilyana,,Ortega,1665914,5,good,4.5
2788,Economics,Adam,,Osman,1954446,8,good,3.6
2789,Education,Elaina,,Osterbur,1159617,4,good,3.6
2790,Speech Communication,Johanna,,Osterhout,785287,5,good,4.3
2791,Education,Micki,,Ostrosky,658038,3,good,5.0
2792,Human Development,Ramona,,Oswald,786052,6,good,4.5
2793,Marketing,Cele,,Otnes,1177521,14,average,3.0
2794,Kinesiology,Cherita ,,Ousley,2005397,0,zero,N/A
2795,Chemistry,John,,Overcash,1232422,59,good,4.2
2796,Information Science,Brynnen,,Owen,1861155,0,zero,N/A
2797,Information Science,Lesley,,Owen,2673389,1,average,3.0
2798,English,Anne,,Owens,1370327,1,good,5.0
2799,East Asian Studies,Elizabeth,,Oyler,1544512,3,good,5.0
2800,Engineering,Daniel,,Pack,1494523,1,good,4.0
2801,Political Science,Tyler,,Pack,2210780,4,good,4.5
2802,Business,Carol,,Packard,1661352,16,average,2.8
2803,East Asian Studies,Jerome,,Packard,1892205,5,good,4.3
2804,"Recreation, Parks, & Tourism",Lorikay,,Paden,1634060,6,good,4.7
2805,Geography,Anand,,Padmanabhan,2329777,1,poor,1.0
2806,Computer Science,David,,Padua,1473011,8,poor,1.6
2807,Political Science,Robert,,Pahre,124048,30,good,3.9
2808,Biology,Ken,,Paige,997207,4,good,4.6
2809,Asian Studies,Angela,Naomi,Paik,1923516,3,good,3.7
2810,Women's Studies,Angela,Naomi,Paik,2002245,1,good,4.5
2811,Economics,Claudio,A,Paiva,2049159,0,zero,N/A
2812,Education,Yoon,,Pak,944140,10,good,3.9
2813,Kinesiology,Dan,,Palac,2267790,1,good,5.0
2814,Business,Udatta,,Palekar,2632804,1,poor,2.0
2815,Mathematics,Cory,,Palmer,1687183,9,good,3.8
2816,Information Science,Carole,,Palmer,1861224,1,good,5.0
2817,Media & Cinema Studies,Joseph,,Palmer,2640916,0,zero,N/A
2818,Mathematics,Julian,,Palmore,1348104,9,poor,1.2
2819,Business,Utku,,Pamuksuz,2317298,14,good,4.8
2820,Bioengineering,Dipanjan,,Pan,2017242,2,average,2.5
2821,Religion,Rajeshwari,,Pandharipande,534290,40,average,3.3
2822,Speech & Hearing Sciences,Pritesh,,Pandya,731788,13,average,2.8
2823,Music,Mary,,Paquette-Abt,1450620,2,good,3.5
2824,Community Health Sciences,Kaustubh,,Parab,2412278,1,good,5.0
2825,Computer Science,Aditya,G,Parameswaran,2017215,4,good,4.4
2826,Economics,Stephen,,Parente,2342921,2,good,3.5
2827,Community Health Sciences,Youngshik,,Park,1020165,4,poor,1.8
2828,Finance,Kwangwoo,,Park,1333562,0,zero,N/A
2829,Statistics,Trevor,H,Park,1972542,6,good,4.7
2830,Economics,Woong Yong,,Park,2049156,0,zero,N/A
2831,Mechanical Engineering,Haewon,,Park,2256031,6,poor,1.2
2832,Business,Ye Joo,,Park,2673386,1,good,5.0
2833,English,Robert Dale,,Parker,783412,24,good,4.2
2834,Spanish,Marco,,Parodi,2442223,1,good,4.0
2835,Animal Science,Douglas,F,Parrett,1006275,20,good,4.2
2836,Mathematics,Andrew,,Parrish,1518313,11,good,3.6
2837,Computer Science,Madhusudan,,Parthasarathy,1426819,9,poor,2.4
2838,Information Systems,Ray,Rangaraja,Parthasarathy,2374648,25,good,3.7
2839,Agricultural Economics,Bryan,,Parthum,2558794,3,good,5.0
2840,Mathematics,James,,Pascaleff,1982066,11,good,4.0
2841,Agriculture,Snook,,Pataky,1249532,1,good,4.0
2842,Business,Yupin,,Patarapongsant,1000372,2,average,3.2
2843,Information Science,Karan,,Patel,2402636,3,good,5.0
2844,Engineering,Sanjay,,Patel,182105,20,average,3.0
2845,Statistics,Julie,,Patterson,1196597,10,good,4.9
2846,Anthropology,Timothy,,Pauketat,142797,12,good,4.2
2847,Journalism,John,,Paul,1292282,3,good,4.8
2848,Engineering,Glaucio,,Paulino,594002,10,poor,1.1
2849,Agriculture,Nicholas,,Paulson,1198840,9,good,4.7
2850,Advertising,Marisa,,Peacock,2578018,5,good,5.0
2851,Engineering,Arne,,Pearlstein,137117,30,average,2.8
2852,Music,William,,Pearson,2226824,0,zero,N/A
2853,Finance,Neil,,Pearson,1991815,7,average,2.8
2854,Engineering,Timothy,,Peck,1655688,1,good,5.0
2855,Accounting,Mark,,Peecher,1091990,9,average,3.5
2856,Computer Science,Chad,,Peiper,601804,8,average,2.5
2857,Engineering,Richard,,Pell,249530,0,zero,N/A
2858,Physics,Jen-Chieh,,Peng,759630,6,good,3.5
2859,Computer Science,Jian,,Peng,2201268,1,poor,1.0
2860,Finance,George,,Pennacchi,2018867,0,zero,N/A
2861,Physics,Matthias,,Perdekamp,1128722,9,good,3.8
2862,Materials Engineering,Tatiane,,Pereira dos Santos,2577152,2,poor,2.0
2863,East Asian Studies,Elisheva,,Perelman,1688926,3,good,3.5
2864,Political Science,Eristeo,,Perez,2183516,3,good,4.3
2865,Spanish,Daniel,,Perez-Astros,2626623,3,good,4.7
2866,Spanish,Antonio,,Perez-Núñez,1661512,2,good,5.0
2867,Psychology,Michael,,Perino,1866469,3,good,5.0
2868,Spanish,Teresa,,Peris Fuentes,1380191,9,poor,2.3
2869,Finance,Scott,,Perkins,1752578,3,good,4.7
2870,Psychology,Amy,,Perkins,2481834,1,good,4.0
2871,Spanish,Sally,,Perret,1308534,2,good,5.0
2872,Anthropology,Marc,,Perry,842783,5,good,3.6
2873,Economics,Martin,,Perry,1710593,29,poor,2.2
2874,Chemistry,Richard ,,Perry,1963638,1,average,2.5
2875,English,Curtis,,Perry,1111245,14,good,3.7
2876,East Asian Studies,Gian,Piero,Persiani,2363485,2,average,2.5
2877,Accounting,Martin,E.,Persson,2604186,0,zero,N/A
2878,Accounting,Heather,,Pesch,2147343,1,good,3.5
2879,Sociology,Regim,,Pessagno,2255032,0,zero,N/A
2880,Finance,Stephen,,Peters,1010093,11,average,3.0
2881,Mathematics,Eric,,Peterson,1387731,1,good,5.0
2882,Art & Design,Matthew,,Peterson,1687510,1,good,4.0
2883,Music,Beth,,Peterson,2061555,0,zero,N/A
2884,Finance,Paul,E,Peterson,2371997,5,good,4.4
2885,Mathematics,Sarka,,Petrickova,2299023,34,good,4.0
2886,Kinesiology,Steven,,Petruzello,2329438,6,good,5.0
2887,Business,Nick,,Petruzzi,1549754,9,average,2.9
2888,Economics,Joseph,,Petry,215723,162,good,3.9
2889,Geology,Justin,Cory,Pettijohn,2138306,69,good,4.9
2890,History,Stefan,,Peychev ,2072597,1,good,3.5
2891,Psychology,Caitlin,,Phalon,1661132,2,good,5.0
2892,Speech Communication,Vince,,Pham,951382,5,good,3.7
2893,Psychology,Johnathan,,Phan,2260763,2,average,3.0
2894,French,Anna,,Philipponneau,1245620,2,good,4.5
2895,Economics,Collin,,Philipps,2667694,1,average,3.0
2896,Engineering,James,,Philips,899935,29,good,3.7
2897,Biology,Dominic,,Philpott,729844,2,good,3.5
2898,Mechanical Engineering,Mike,,Philpott,1981663,3,average,3.0
2899,Engineering,Mike,,Philpott,132992,35,good,4.3
2900,Social Work,Lisette,,Piedra,1844205,2,good,4.5
2901,Political Science,Justine,,Pierce,2091341,0,zero,N/A
2902,Sociology,Jan,,Pieterse,774830,4,average,2.5
2903,Accounting,Joel,,Pike,810167,7,poor,1.5
2904,Anthropology,T,,Pilborw,501519,2,average,2.5
2905,Anthropology,Timothy,,Pilbrow,501520,0,zero,N/A
2906,English,Alaina,,Pincus,603697,10,good,3.8
2907,Kinesiology,Dominika,,Pindus,2420379,4,poor,1.0
2908,Engineering,Michael James,,Pine,444489,0,zero,N/A
2909,English,CHUANG,,PING-LIN,2174096,0,zero,N/A
2910,German,Anke,,Pinkert,2254206,1,good,5.0
2911,Sociology,Judith,,Pintar,683382,83,good,4.5
2912,Finance,George,,Pinteris,987398,6,average,2.9
2913,Political Science,Hodson,,Piper,784874,7,average,2.7
2914,Communication,Matthew,,Pitchford,1788388,8,good,3.8
2915,Computer Science,Lenny,,Pitt,215034,17,average,2.5
2916,Biology,Barry,,Pittendrigh,1966179,1,poor,2.0
2917,Classics,Miriam,,Pittenger,401071,8,good,3.8
2918,Physics,Kevin,,Pitts,529468,14,good,4.2
2919,Mathematics,Laura,,Placzek,2649658,3,poor,2.3
2920,Religion,John,,Plaiss,1943671,1,good,4.5
2921,Geography,Donals,,Planey,2344942,0,zero,N/A
2922,Writing,Samantha,,Plasencia,1880411,6,average,2.5
2923,Mechanical Engineering,Stephen,,Platt,1681744,1,good,4.0
2924,Health Science,Karen,,Plawecki,324130,4,average,2.8
2925,History,Elizabeth,,Pleck,944877,8,average,2.5
2926,Education,Adam,,Poetzel,1290867,7,good,5.0
2927,Fine Arts,Melissa,,Pokorny,848402,8,average,2.9
2928,Mathematics,Geremias,,Polanco,1579446,4,good,3.6
2929,Economics,Mattias,,Polborn,1563531,3,average,3.3
2930,Accounting,Paul,,Polinski,1467728,8,average,2.6
2931,Anthropology,John,,Polk,323568,15,average,3.5
2932,Finance,Joshua,,Pollet,1074566,5,average,3.4
2933,English,Anthony,,Pollock,963976,41,good,4.9
2934,Engineering,Constantine,,Polychronopoulous,831793,2,poor,2.0
2935,Psychology,Eva,,Pomerantz,2319828,0,zero,N/A
2936,Accounting,Bradley,,Pomeroy,1377377,4,good,4.6
2937,Bioengineering,Marcia,,Pool,1969623,8,average,3.2
2938,Communication,Kirsten,,Pool,2599512,0,zero,N/A
2939,Communication,Marshall,,Poole,1350128,11,average,3.0
2940,Communication,Scott,,Poole,2246709,0,zero,N/A
2941,Engineering,Eric,,Pop,1127760,7,good,4.4
2942,Computer Science,Andrei,,Popescu,1429510,1,poor,1.5
2943,Electrical & Comp. Engineering,Gabriel,,Popescu,1827110,3,average,2.7
2944,Civil Engineering,John,,Popovics,1055695,16,good,3.9
2945,Art  Design,Paula,,Popowski,2146313,1,poor,2.0
2946,Communication,Beth,,Popp,1700959,10,average,3.3
2947,Dance,Kendra,,Portier,2206691,0,zero,N/A
2948,French,Nicolas,,Portugal,2280306,4,good,5.0
2949,Mechanical Engineering,Gustavo,,Pottker,1685692,2,good,5.0
2950,Political Science,Matthew,,Powers,2451217,3,average,3.3
2951,Computer Science,Manoj,,Prabhakaran,1783330,11,poor,2.0
2952,Music, Ulrike ,,Praeger,2051034,5,good,3.8
2953,Biology,Supriya,,Prasanth,2562829,1,good,5.0
2954,Biology,Kannanganattu,,Prasanth,2444932,4,average,3.0
2955,African-American Studies,Perzavia,,Praylow,1205519,5,average,2.5
2956,Business,Micheal,,Preis,780837,41,average,2.6
2957,English,Catherine,,Prendergast,361125,7,good,4.8
2958,Foreign Languages,Julie,Ann,Prentice,2546477,1,good,5.0
2959,Music,Anne,,Prescott,1123587,9,average,3.0
2960,Psychology,Jesse,,Preston,1249437,12,average,3.0
2961,Dance,Jessica,Lynne,Pretty,2041966,1,average,2.5
2962,Religion,David,,Price,961226,5,good,3.8
2963,Engineering,Ray,,Price,1286004,3,good,4.0
2964,Chemistry,Corrine,,Price,2363081,0,zero,N/A
2965,English,Julie,,Price,355680,27,good,4.8
2966,German,Sören,,Priebe,1401586,3,good,4.7
2967,Management,Nick,,Prince,1471585,0,zero,N/A
2968,History,David,,Prochaska,475134,17,poor,1.9
2969,Biochemistry,Erik,,Procko,2045607,12,good,4.4
2970,Deaf Studies,Adele,,Proctor,430474,8,poor,2.2
2971,Women's Studies,Sarah,,Projansky,1373561,7,good,3.9
